0.0,0.001368810563104366,23855
0.25,0.02822730685377199,23653
0.5,0.05778341805999884,23855
0.75,0.0938482846179624,23861
1.0,0.137263631965567,23653
1.25,0.1785584951157736,23764
1.5,0.2122714056331406,23764
1.75,0.2281449650819624,23764
2.0,0.2222497131589036,23861
2.25,0.1935890537560924,23764
2.5,0.156387339269851,23861
2.75,0.1158836719703268,23764
3.0,0.07836641084100059,23718
3.25,0.04763311711156105,23653
3.5,0.02197869003495704,23653
3.75,0.0002201472159415817,23653
4.0,-0.02076044893505419,23855
4.25,-0.04671011525614786,23764
4.5,-0.07858452364629899,23764
4.75,-0.115006708271516,23653
5.0,-0.1550829872131482,23718
5.25,-0.1931319891859198,23861
5.5,-0.2206926287279019,23861
5.75,-0.2275051701756596,23718
6.0,-0.2115878488609577,23718
6.25,-0.1779403326996856,23861
6.5,-0.136404583257022,23653
6.75,-0.09602686806681038,23718
7.0,-0.05836486837123782,23653
7.25,-0.02811697421719207,23764
7.5,0.0002088559379175204,23718
