0.0, -0.0148994902597928
6.0, -0.3145475480323915
12.0, -0.5991993451865776
18.0, -0.7524898888723089
24.0, -0.6653216611783879
30.0, -0.2862056664991942
36.0, 0.4386730267678673
42.0, 1.719893052046488
48.0, 3.815066157378455
54.0, 6.49972436990625
60.0, 9.05506042870661
66.0, 11.37658686319577
72.0, 13.51684233615359
78.0, 15.74772821455998
84.0, 17.94371738080693
90.0, 20.24693869598552
96.0, 22.72293401767095
102.0, 25.32602194234899
108.0, 27.94173048650447
114.0, 30.39364170056449
120.0, 32.58740084019021
126.0, 34.4691649321199
132.0, 35.94715170079209
138.0, 36.8271433265457
144.0, 36.63228273522741
150.0, 34.38140832567414
156.0, 29.90277637881504
162.0, 23.7914218757278
168.0, 16.41478687893627
174.0, 8.255210580493781
180.0, -0.007290940824868099
